INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM
Comprehensive,Bike,Private,Hero ,Pleasure ,2014,350000.00,15220.27
Comprehensive,Bike,Private,Honda ,Dio ,2017,125000.00,6253.15
Comprehensive,Bike,Private,TVS ,Ntorq ,2018,550000.00,23191.05
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2018,450000.00,19205.66
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2006,226000.00,10278.39
Comprehensive,Bike,Private,Honda ,CM Custom,1989,230000.00,10437.80
Comprehensive,Bike,Private,Bajaj ,CT100 ,2010,238000.00,10756.64
Comprehensive,Bike,Private,Hero ,Hunk ,2009,100000.00,5256.80
Comprehensive,Bike,Private,Honda ,Dio ,2019,626000.00,26219.95
Comprehensive,Bike,Private,Hero ,Passion Plus,2017,170000.00,8046.57
Comprehensive,Bike,Private,Honda ,Dio ,2017,535000.00,22593.24
Comprehensive,Bike,Private,Bajaj ,Platina ,2019,450000.00,19205.66
Comprehensive,Bike,Private,Hero ,HF Deluxe,2011,170000.00,8046.57
Comprehensive,Bike,Private,Honda ,Dio ,2017,100000.00,5256.80
Comprehensive,Bike,Private,Bajaj ,Discover ,2009,340000.00,14821.73
Comprehensive,Bike,Private,Honda ,CB Hornet,2019,595000.00,24984.48
Comprehensive,Bike,Private,Bajaj ,Platina ,2008,250000.00,11234.88
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2015,455000.00,19404.93
Comprehensive,Bike,Private,KTM ,Duke ,2019,750000.00,31161.83
Comprehensive,Bike,Private,Bajaj ,Boxer ,2008,175000.00,8245.84
Comprehensive,Bike,Private,Ranomoto ,Keeway ,2015,185000.00,8644.38
Comprehensive,Bike,Private,Bajaj ,CT100 ,2010,368000.00,15937.64
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2013,230000.00,10437.80
Comprehensive,Bike,Private,Bajaj ,Discover ,2012,215000.00,9840.00
Comprehensive,Bike,Private,Yamaha,FZ S ,2018,500000.00,21198.36
Comprehensive,Bike,Private,Bajaj ,V15 ,2016,350000.00,15220.27
Comprehensive,Bike,Private,Honda ,Passion ,2011,260000.00,11633.42
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2015,465000.00,19803.47
Comprehensive,Bike,Private,Honda ,Dio ,2019,645000.00,26977.17
Comprehensive,Bike,Private,Hero ,Passion pro,2013,318000.00,13944.95
Comprehensive,Bike,Private,Honda ,Dio ,2017,555000.00,23390.32
Comprehensive,Bike,Private,Honda ,Dio ,2017,580000.00,24386.67
Comprehensive,Bike,Private,Bajaj ,Discover 125,2013,290000.00,12829.04
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2019,595000.00,24984.48
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2012,215000.00,9840.00
Comprehensive,Bike,Private,Honda ,Benly ,1994,230000.00,10437.80
Comprehensive,Bike,Private,Bajaj ,Platina ,2017,460000.00,19604.20
Comprehensive,Bike,Private,Honda ,Dio ,2017,570000.00,23988.13
Comprehensive,Bike,Private,Yadea ,T9 ,2024,599950.00,25181.75
Comprehensive,Bike,Private,Suzuki ,Burgman ,2019,810000.00,33553.07
Comprehensive,Bike,Private,Hero ,Passion pro,2018,385000.00,16615.16
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2018,950000.00,39132.61
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2007,195000.00,9042.92
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2009,250000.00,11234.88
Comprehensive,Bike,Private,Honda ,CD 200,2000,1500000.00,61052.25
Comprehensive,Bike,Private,Yamaha,FZ S ,2020,955000.00,39331.88
Comprehensive,Bike,Private,TVS ,Wego ,2012,295000.00,13028.31
Comprehensive,Bike,Private,Honda ,Dio ,2016,550000.00,23191.05
Comprehensive,Bike,Private,TVS ,Apache ,2017,490000.00,20799.82
Comprehensive,Bike,Private,Honda ,Benly ,1996,550000.00,23191.05
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2019,540000.00,22792.51
Comprehensive,Bike,Private,TVS ,Metro ,2017,298000.00,13147.87
Comprehensive,Bike,Private,Honda ,CB4 ,2015,1580000.00,64240.57
Comprehensive,Bike,Private,Hero ,Dash ,2017,345000.00,15021.00
Comprehensive,Bike,Private,Bajaj ,CT100 ,2011,345000.00,15021.00
Comprehensive,Bike,Private,Honda ,CG125 ,2006,139000.00,6811.10
Comprehensive,Bike,Private,Honda ,Grazia ,2018,560000.00,23589.59
Comprehensive,Bike,Private,TVS ,Stryker ,2014,230000.00,10437.80
Comprehensive,Bike,Private,Bajaj ,Discover 125,2024,375000.00,16216.62
Comprehensive,Bike,Private,Bajaj ,Discover ,2006,185000.00,8644.38
Comprehensive,Bike,Private,Honda ,Activa ,2017,475000.00,20202.01
Comprehensive,Bike,Private,Hero ,Glamour ,2010,175000.00,8245.84
Comprehensive,Bike,Private,Bajaj ,Platina ,2019,460000.00,19604.20
Comprehensive,Bike,Private,Demak ,DTM ,2011,310000.00,13626.12
Comprehensive,Bike,Private,Honda ,XLR ,1989,550000.00,23191.05
Comprehensive,Bike,Private,Honda ,CM ,2002,450000.00,19205.66
Comprehensive,Bike,Private,Loncin ,LD ,2008,80000.00,4459.72
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2016,498000.00,21118.65
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2016,300000.00,13227.58
Comprehensive,Bike,Private,Honda ,Twister ,2015,280000.00,12430.50
Comprehensive,Bike,Private,Bajaj ,Pulsar RS200,2015,800000.00,33154.53
Comprehensive,Bike,Private,Honda ,CD 125,1989,340000.00,14821.73
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2008,340000.00,14821.73
Comprehensive,Bike,Private,Hero ,Dash ,2016,293000.00,12948.60
Comprehensive,Bike,Private,TVS ,Ntorq ,2020,630000.00,26379.36
Comprehensive,Bike,Private,Bajaj ,Discover 125,2012,255000.00,11434.15
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2016,500000.00,21198.36
Comprehensive,Bike,Private,Honda ,Dio ,2015,500000.00,21198.36
Comprehensive,Bike,Private,Hero ,Hunk ,2016,315000.00,13825.39
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2017,200000.00,9242.19
Comprehensive,Bike,Private,TVS ,Wego ,2016,490000.00,20799.82
Comprehensive,Bike,Private,Yamaha ,FZ ,2018,777000.00,32237.89
Comprehensive,Bike,Private,Honda ,Dio ,2019,675000.00,28172.79
Comprehensive,Bike,Private,Honda,Grazia ,2020,675000.00,28172.79
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2007,245000.00,11035.61
Comprehensive,Bike,Private,Bajaj ,Discover ,2007,285000.00,12629.77
Comprehensive,Bike,Private,Honda ,Activa ,2015,385000.00,16615.16
Comprehensive,Bike,Private,Honda ,Dio ,2019,660000.00,27574.98
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2011,200000.00,9242.19
Comprehensive,Bike,Private,Hero ,Pleasure ,2012,230000.00,10437.80
Comprehensive,Bike,Private,Yamaha ,FZ ,2016,670000.00,27973.52
Comprehensive,Bike,Private,Yamaha ,FZ S,2018,770000.00,31958.91
Comprehensive,Bike,Private,Suzuki ,Volty ,2010,450000.00,19205.66
Comprehensive,Bike,Private,Honda ,Dio ,2019,635000.00,26578.63
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2005,145000.00,7050.22
Comprehensive,Bike,Private,Honda ,XR ,2001,1250000.00,51088.78
Comprehensive,Bike,Private,Hero ,Dawn ,2015,325000.00,14223.92
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2015,300000.00,13227.58
Comprehensive,Bike,Private,Honda ,Dio ,2018,568000.00,23908.42
Comprehensive,Bike,Private,TVS ,Apache ,2011,320000.00,14024.66
Comprehensive,Bike,Private,Yamaha ,FZ S,2019,920000.00,37936.99
Comprehensive,Bike,Private,Ranomoto ,CG125 ,2004,70000.00,4061.18
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2017,765000.00,31759.64
Comprehensive,Bike,Private,Yamaha ,FZ ,2010,1050000.00,43118.00
Comprehensive,Bike,Private,Honda ,Dio ,2020,675000.00,28172.79
Comprehensive,Bike,Private,TVS ,Streak ,2012,190000.00,8843.65
Comprehensive,Bike,Private,Yamaha ,R15 ,2020,1300000.00,53081.48
Comprehensive,Bike,Private,Hero ,CD 100,2001,200000.00,9242.19
Comprehensive,Bike,Private,Honda ,Dio ,2017,529500.00,22374.05
Comprehensive,Bike,Private,Hero ,Pleasure,2011,220000.00,10039.27
Comprehensive,Bike,Private,TVS ,Apache ,2007,125000.00,6253.15
Comprehensive,Bike,Private,Bajaj ,Pulsar RS200,2018,980000.00,40328.23
Comprehensive,Bike,Private,Bajaj ,Boxer ,2002,138000.00,6771.25
Comprehensive,Bike,Private,Bajaj ,Platina ,2010,205000.00,9441.46
Comprehensive,Bike,Private,Yamaha ,FZ ,2019,940000.00,38734.07
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2018,830000.00,34350.14
Comprehensive,Bike,Private,Demak ,DTM ,2019,290000.00,12829.04
Comprehensive,Bike,Private,TVS ,Star Sport,2008,200000.00,9242.19
Comprehensive,Bike,Private,Honda ,Dio ,2017,550000.00,23191.05
Comprehensive,Bike,Private,Bajaj ,Discover ,2008,250000.00,11234.88
Comprehensive,Bike,Private,Bajaj ,Platina ,2009,325000.00,14223.92
Comprehensive,Bike,Private,Honda ,Dio ,2014,410000.00,17611.51
Comprehensive,Bike,Private,Honda ,Dio ,2020,590000.00,24785.21
Comprehensive,Bike,Private,Yamaha ,R15 ,2019,1190000.00,48697.55
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2019,495000.00,20999.09
Comprehensive,Bike,Private,Hero ,Passion pro,2011,330000.00,14423.19
Comprehensive,Bike,Private,KTM ,RC 200,2019,1380000.00,56269.79
Comprehensive,Bike,Private,Honda ,Dio ,2016,485000.00,20600.55
Comprehensive,Bike,Private,Bajaj ,Pulsar 135 ,2014,280000.00,12430.50
Comprehensive,Bike,Private,Hero ,Pleasure ,2010,230000.00,10437.80
Comprehensive,Bike,Private,Yamaha ,FZ S,2015,185000.00,8644.38
Comprehensive,Bike,Private,Hero ,Karizma ,2019,345000.00,15021.00
Comprehensive,Bike,Private,Honda ,Dio ,2018,590000.00,24785.21
Comprehensive,Bike,Private,Honda ,Dio ,2015,450000.00,19205.66
Comprehensive,Bike,Private,Bajaj ,Platina ,2013,350000.00,15220.27
Comprehensive,Bike,Private,Rise ,Leader ,2022,365000.00,15818.08
Comprehensive,Bike,Private,Yamaha ,FZ S,2018,900000.00,37139.92
Comprehensive,Bike,Private,Honda ,CM Custom,1998,320000.00,14024.66
Comprehensive,Bike,Private,Bajaj ,Pulsar 135 ,2011,225000.00,10238.53
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2017,480000.00,20401.28
Comprehensive,Bike,Private,Bajaj ,CT100 ,2022,510000.00,21596.90
Comprehensive,Bike,Private,Bajaj ,Discover ,2006,200000.00,9242.19
Comprehensive,Bike,Private,Yamaha ,FZ S,2018,845000.00,34947.95
Comprehensive,Bike,Private,TVS ,Ntorq ,2020,625000.00,26180.09
Comprehensive,Bike,Private,Honda ,Twister ,2016,425000.00,18209.31
Comprehensive,Bike,Private,Bajaj ,V15 ,2017,333000.00,14542.76
Comprehensive,Bike,Private,Honda ,CB Unicorn,2013,360000.00,15618.81
Comprehensive,Bike,Private,Bajaj ,Kristal ,2008,135000.00,6651.68
Comprehensive,Bike,Private,TVS ,Metro ,2017,310000.00,13626.12
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2010,395000.00,17013.70
Comprehensive,Bike,Private,Honda ,Hornet ,2024,1675000.00,68026.69
Comprehensive,Bike,Private,TVS ,Wego ,2016,445000.00,19006.39
Comprehensive,Bike,Private,TVS ,Streak ,2012,219000.00,9999.41
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2013,300000.00,13227.58
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2021,585000.00,24585.94
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2020,910000.00,37538.46
Comprehensive,Bike,Private,TVS ,Apache ,2016,240000.00,10836.34
Comprehensive,Bike,Private,Bajaj ,Discover 125,2016,385000.00,16615.16
Comprehensive,Bike,Private,Yamaha ,MT 06,2017,1700000.00,69023.03
Comprehensive,Bike,Private,Suzuki ,Lets ,2017,355000.00,15419.54
Comprehensive,Bike,Private,Bajaj ,CT100 ,2016,405000.00,17412.24
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2016,580000.00,24386.67
Comprehensive,Bike,Private,Honda ,Dio ,2011,275000.00,12231.23
Comprehensive,Bike,Private,Hero ,Dawn ,2007,160000.00,7648.03
Comprehensive,Bike,Private,Honda ,Dio ,2014,415000.00,17810.78
Comprehensive,Bike,Private,Hero ,Passion pro,2019,455000.00,19404.93
Comprehensive,Bike,Private,Bajaj ,CT100 ,2023,535000.00,22593.24
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2018,850000.00,35147.22
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2006,285000.00,12629.77
Comprehensive,Bike,Private,Bajaj ,V15 ,2019,465000.00,19803.47
Comprehensive,Bike,Private,Bajaj ,CT100 ,2023,535000.00,22593.24
Comprehensive,Bike,Private,Honda ,Dio ,2012,475000.00,20202.01
Comprehensive,Bike,Private,Honda ,Dio ,2015,100000.00,5256.80
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2018,520000.00,21995.43
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2016,690000.00,28770.60
Comprehensive,Bike,Private,Hero ,Pleasure ,2015,345000.00,15021.00
Comprehensive,Bike,Private,TVS ,Ntorq,2020,540000.00,22792.51
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2011,340000.00,14821.73
Comprehensive,Bike,Private,Bajaj ,Pulsar RS200,2017,1140000.00,46704.85
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2018,835000.00,34549.41
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2018,550000.00,23191.05
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2017,710000.00,29567.68
Comprehensive,Bike,Private,Bajaj ,Discover 125,2023,620000.00,25980.82
Comprehensive,Bike,Private,KTM ,RC ,2019,1250000.00,51088.78
Comprehensive,Bike,Private,TVS ,Flame ,2007,145000.00,7050.22
Comprehensive,Bike,Private,Bajaj ,Discover 125,2013,300000.00,13227.58
Comprehensive,Bike,Private,TVS ,Ntorq,2017,570000.00,23988.13
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2010,270000.00,12031.96
Comprehensive,Bike,Private,Demak ,DTM ,2016,340000.00,14821.73
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2018,545000.00,22991.78
Comprehensive,Bike,Private,Bajaj ,Platina ,2012,225000.00,10238.53
Comprehensive,Bike,Private,Honda ,Dio ,2018,580000.00,24386.67
Comprehensive,Bike,Private,Honda ,Dio ,2014,395000.00,17013.70
Comprehensive,Bike,Private,Bajaj ,Discover ,2010,205000.00,9441.46
Comprehensive,Bike,Private,Honda ,CD 90 ,2010,130000.00,6452.41
Comprehensive,Bike,Private,Hero ,HF Deluxe,2015,382000.00,16495.60
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2019,330000.00,14423.19
Comprehensive,Bike,Private,Bajaj ,Platina ,2019,600000.00,25183.75
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2015,269000.00,11992.11
Comprehensive,Bike,Private,Bajaj ,CT100 ,2012,250000.00,11234.88
Comprehensive,Bike,Private,Bajaj ,CT100 ,2014,350000.00,15220.27
Comprehensive,Bike,Private,Honda ,Dio ,2018,598000.00,25104.04
Comprehensive,Bike,Private,Bajaj ,Pulsar RS200,2008,280000.00,12430.50
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2018,650000.00,27176.44
Comprehensive,Bike,Private,Hero ,Hunk ,2017,300000.00,13227.58
Comprehensive,Bike,Private,Hero ,Pleasure ,2010,220000.00,10039.27
Comprehensive,Bike,Private,Bajaj ,Pulsar NS200,2019,835000.00,34549.41
Comprehensive,Bike,Private,Yamaha ,FZ ,2018,830000.00,34350.14
Comprehensive,Bike,Private,Bajaj ,Platina ,2018,200000.00,9242.19
Comprehensive,Bike,Private,Bajaj ,CT100 ,2014,330000.00,14423.19
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2010,380000.00,16415.89
Comprehensive,Bike,Private,Yamaha ,R15 ,2019,1220000.00,49893.16
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2017,670000.00,27973.52
Comprehensive,Bike,Private,Ducati ,Monster ,2014,1280000.00,52284.40
Comprehensive,Bike,Private,TVS ,Ntorq ,2018,550000.00,23191.05
Comprehensive,Bike,Private,Bajaj ,Platina ,2008,200000.00,9242.19
Comprehensive,Bike,Private,Honda ,Dio ,2014,435000.00,18607.85
Comprehensive,Bike,Private,Hero ,Karizma ,2010,340000.00,14821.73
Comprehensive,Bike,Private,Honda ,Dio ,2018,580000.00,24386.67
Comprehensive,Bike,Private,Suzuki ,GN 125,2023,300000.00,13227.58
Comprehensive,Bike,Private,Honda ,CD 125,2002,525000.00,22194.70
Comprehensive,Bike,Private,Honda ,CD 125,1989,320000.00,14024.66
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2018,460000.00,19604.20
Comprehensive,Bike,Private,Honda ,Navi ,2017,355000.00,15419.54
Comprehensive,Bike,Private,Hero ,Hunk ,2016,440000.00,18807.12
Comprehensive,Bike,Private,Yamaha ,FZ S,2019,940000.00,38734.07
Comprehensive,Bike,Private,Yamaha ,R15 ,2017,850000.00,35147.22
Comprehensive,Bike,Private,Hero ,Maestro Edge,2018,370000.00,16017.35
Comprehensive,Bike,Private,Bajaj ,CT100 ,2006,185000.00,8644.38
Comprehensive,Bike,Private,Hero ,Pleasure ,2014,325000.00,14223.92
Comprehensive,Bike,Private,Honda ,Jade ,2007,785000.00,32556.72
Comprehensive,Bike,Private,Bajaj ,Boxer ,2003,155000.00,7448.76
Comprehensive,Bike,Private,Honda ,Dio ,2013,425000.00,18209.31
Comprehensive,Bike,Private,Yamaha ,MT 15,2020,1195000.00,48896.82
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2008,230000.00,10437.80
Comprehensive,Bike,Private,Bajaj ,Discover 125,2017,385000.00,16615.16
Comprehensive,Bike,Private,Yamaha ,FZ ,2011,495000.00,20999.09
Comprehensive,Bike,Private,KTM ,Duke ,2020,1350000.00,55074.17
Comprehensive,Bike,Private,Hero ,HF Deluxe,2017,390000.00,16814.43
Comprehensive,Bike,Private,Honda ,Dream ,2014,290000.00,12829.04
Comprehensive,Bike,Private,Hero ,HF Deluxe,2018,385000.00,16615.16
Comprehensive,Bike,Private,Hero ,Pleasure ,2019,485000.00,20600.55
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2013,260000.00,11633.42
Comprehensive,Bike,Private,Bajaj ,Boxer ,2001,120000.00,6053.88
Comprehensive,Bike,Private,Suzuki ,GN 125,2016,580000.00,24386.67
Comprehensive,Bike,Private,TVS ,Apache ,2017,250000.00,11234.88
Comprehensive,Bike,Private,Hero ,HF Deluxe,2008,150000.00,7249.49
Comprehensive,Bike,Private,Bajaj ,Platina ,2014,350000.00,15220.27
Comprehensive,Bike,Private,Hero ,Pleasure ,2012,295000.00,13028.31
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2017,560000.00,23589.59
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2017,430000.00,18408.58
Comprehensive,Bike,Private,Suzuki ,GN 125,1997,325000.00,14223.92
Comprehensive,Bike,Private,Bajaj ,Discover 125,2024,660000.00,27574.98
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2010,220000.00,10039.27
Comprehensive,Bike,Private,Bajaj ,Pulsar 150 ,2014,400000.00,17212.97
Comprehensive,Bike,Private,Yamaha ,FZ S,2019,985000.00,40527.50
Comprehensive,Bike,Private,Aprilia ,Dorsoduro ,2009,2570000.00,103695.93
Comprehensive,Bike,Private,Bajaj ,Platina ,2009,230000.00,10437.80
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2017,460000.00,19604.20
Comprehensive,Bike,Private,Honda ,Stunner ,2015,350000.00,15220.27
Comprehensive,Bike,Private,Bajaj ,Discover ,2009,358000.00,15539.10
Comprehensive,Bike,Private,Bajaj ,XCD ,2010,170000.00,8046.57
Comprehensive,Bike,Private,Bajaj ,Discover ,2014,318000.00,13944.95
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2018,250000.00,11234.88
Comprehensive,Bike,Private,Yamaha ,TW ,2016,865000.00,35745.03
Comprehensive,Bike,Private,Bajaj ,Discover ,2016,350000.00,15220.27
Comprehensive,Bike,Private,Bajaj ,Boxer ,2003,138000.00,6771.25
Comprehensive,Bike,Private,Bajaj ,CT100 ,2018,430000.00,18408.58
Comprehensive,Bike,Private,Bajaj ,Avenger ,2016,469000.00,19962.89
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,730000.00,16340.11
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1295000.00,27888.83
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,1025000.00,22369.97
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1996,360000.00,8777.23
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1110000.00,24107.39
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,455000.00,10719.05
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,600000.00,13682.88
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1365000.00,29319.65
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,300000.00,7550.81
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,100000.00,3462.77
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1265000.00,27275.62
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,590000.00,13478.48
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,560000.00,12865.27
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,100000.00,3462.77
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1110000.00,24107.39
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,145000.00,4382.58
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1185000.00,25640.41
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1145000.00,24822.80
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1190000.00,25742.61
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,530000.00,12252.06
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1350000.00,29013.04
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1270000.00,27377.82
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1240000.00,26764.62
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1300000.00,27991.03
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,750000.00,16748.91
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,890000.00,19610.54
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2004,645000.00,14602.69
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1140000.00,24720.60
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,900000.00,19814.94
Comprehensive,Three wheeler,Private,Piaggio ,Ape ,2014,1300000.00,27991.03
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,280000.00,7142.01
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1360000.00,29217.44
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,145000.00,4382.58
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1050000.00,22880.98
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1090000.00,23698.59
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,600000.00,13682.88
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1295000.00,27888.83
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,780000.00,17362.12
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,295000.00,7448.61
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,440000.00,10412.44
Comprehensive,Three wheeler,Private,TVS ,King ,2015,890000.00,19610.54
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,995000.00,21756.76
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,720000.00,16135.70
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,750000.00,16748.91
Comprehensive,Three wheeler,Private,TVS ,King ,2016,865000.00,19099.54
